word,frequency_rank,definition_order,pos,level,definition_en,definition_vi,pronunciations,example_en,example_vi
run,,103,noun,beginner,The horizontal length of a set of stairs,Chiều dài ngang của bộ phận cầu thang,UK:/ɹʌn/ | US:/ɹʊn/,,
run,,104,noun,beginner,(construction) Horizontal dimension of a slope.,Chiều rộng ngang của độ dốc trong xây dựng,UK:/ɹʌn/ | US:/ɹʊn/,,
run,,105,noun,beginner,A standard or unexceptional group or category.,Nhóm hoặc loại tiêu chuẩn hoặc không đặc biệt,UK:/ɹʌn/ | US:/ɹʊn/,He stood out from the usual run of applicants.,Anh ấy nổi bật hơn so với số đông ứng viên thông thường.
run,,106,noun,beginner,A standard or unexceptional group or category.,Nhóm hoặc loại tiêu chuẩn hoặc không đặc biệt,UK:/ɹʌn/ | US:/ɹʊn/,He stood out from the usual run of applicants.,Anh ấy nổi bật hơn so với số đông ứng viên thông thường.
run,,107,noun,beginner,(baseball) A score when a runner touches all bases legally; the act of a runner scoring.,Số điểm khi một vận động viên chạm tất cả các đường bệ hợp lệ; hành động của vận động viên ghi điểm,UK:/ɹʌn/ | US:/ɹʊn/,,
run,,108,noun,beginner,(cricket) The act of passing from one wicket to another; the point scored for this.,Hành động qua từ một đường bệ đến đường bệ khác; điểm được ghi nhờ hành động này,UK:/ɹʌn/ | US:/ɹʊn/,,
run,,109,noun,beginner,(American football) A running play.,Hành động chạy trong bóng đá,UK:/ɹʌn/ | US:/ɹʊn/,Aaron Roberts added an insurance touchdown on a one-yard run.,Aaron Roberts thêm một pha touchdown bảo hiểm qua đường chuyền một yard.
run,,110,noun,beginner,(golf) The movement communicated to a golf ball by running it.,Di chuyển được truyền đạt cho quả bóng golf khi đẩy nó,UK:/ɹʌn/ | US:/ɹʊn/,,
run,,111,noun,beginner,(golf) The distance a ball travels after touching the ground from a stroke.,Khoảng cách mà quả bóng di chuyển sau khi chạm đất từ một cú đánh,UK:/ɹʌn/ | US:/ɹʊn/,,
run,,112,noun,beginner,"The distance drilled with a bit, in oil drilling.","Khoảng cách khoan với mũi khoan, trong khai thác dầu mỏ",UK:/ɹʌn/ | US:/ɹʊn/,"Well, when you compare the cone type with the cross roller bit, you get a longer run, there is less tendency of the bit to go flat while running in various formations. It cleans itself better.","Khi bạn so sánh loại nón với đầu trượt hình chữ thập, bạn sẽ có một quãng đường dài hơn, có ít xu hướng hơn để bị mòn khi chạy ở các hình thức khác nhau. Nó tự làm sạch tốt hơn."
run,,113,noun,beginner,"A line of knit stitches that have unravelled, particularly in a nylon stocking.",Một hàng sợi đã bị xơ trong đôi tất nilon,UK:/ɹʌn/ | US:/ɹʊn/,I have a run in my stocking.,Tôi có một vết giãn trong tất.
run,,114,noun,beginner,(nautical) The stern of the underwater body of a ship from where it begins to curve upward and inward.,Phần dưới thân tàu thủy từ nơi nó bắt đầu cong lên và vào trong,UK:/ɹʌn/ | US:/ɹʊn/,,
run,,115,noun,beginner,"(mining) The horizontal distance to which a drift may be carried, either by licence of the proprietor of a mine or by the nature of the formation; also, the direction which a vein of ore or other substance takes.","Khoảng cách ngang mà mạch khoáng có thể kéo dài, hoặc do chủ mỏ hoặc do bản chất của cấu trúc; cũng là hướng mà mạch khoáng hoặc chất khác đi.",UK:/ɹʌn/ | US:/ɹʊn/,,
run,,116,noun,beginner,A pair or set of millstones.,Một cặp hoặc tập hợp của bánh xe mài,UK:/ɹʌn/ | US:/ɹʊn/,,
run,,117,noun,beginner,One’s gait while running; the way one runs.,Chuỗi gait khi chạy; cách chạy,UK:/ɹʌn/ | US:/ɹʊn/,I think they only have a weird run because their leg hurts.,Tôi nghĩ rằng họ chỉ có một vết giãn kỳ lạ vì chân của họ đau.
run,,118,adjective,beginner,In a liquid state; melted or molten.,Trong trạng thái lỏng; đã tan chảy hoặc đã chảy ra.,UK:/ɹʌn/ | US:/ɹʊn/,Put some run butter on the vegetables.,Đổ bơ run lên rau.
run,,119,adjective,beginner,Cast in a mould.,Được tạo ra trong khuôn.,UK:/ɹʌn/ | US:/ɹʊn/,"[...] the Sides are generally made of Holland's Tiles, or Plates of run Iron, ornamented variously as Fancy dictates, [...]","[...] Cạnh bên thường được làm từ gạchTiles của Holland, hoặc mảnh đĩa của sắt run, được trang trí theo nhiều cách tùy thuộc vào sở thích [...]"
run,,120,adjective,beginner,Exhausted; depleted .,Mệt mỏi; cạn kiệt.,UK:/ɹʌn/ | US:/ɹʊn/,,
run,,121,adjective,beginner,"(of a|fish) Travelled, migrated; having made a migration or a spawning run.","chạy (của một con cá, cá di cư; đã thực hiện một cuộc di cư hoặc một vụ sinh sản)",UK:/ɹʌn/ | US:/ɹʊn/,"The temperature of the water is consequently much higher than in either England or Scotland, and many newly run salmon will be found in early spring in the upper waters of Irish rivers where obstructions exist.","Như vậy, vào hầu như bất kỳ ngày nào trong năm, một con cá hồi mới run có thể được bắt hợp pháp ở đâu đó trong Vương quốc Anh."
run,,122,adjective,beginner,Smuggled.,trafficked,UK:/ɹʌn/ | US:/ɹʊn/,,
set,,1,verb,beginner,"(transitive) To put (something) down, to rest.","để, đặt; kết lại, se lại, đặc lại; ổn định (tính tình...)",US:/sɛt/,Set the tray there.,Đặt khay ở đó.
set,,2,verb,beginner,"(transitive) To attach or affix (something) to something else, or in or upon a certain place.","bố trí, để, đặt lại cho đúng; lặn",US:/sɛt/,I have set my heart on running the marathon.,Tôi đã quyết định chạy marathon.
set,,3,verb,beginner,(transitive) To put in a specified condition or state; to cause to be.,"gieo, trồng; chảy (dòng nước)",US:/sɛt/,Every incident sets him thinking.,Mỗi sự kiện khiến anh suy nghĩ.
set,,4,verb,beginner,(transitive) To start (a fire).,"sắp, dọn, bày (bàn ăn); bày tỏ (ý kiến dư luận)",US:/sɛt/,,
set,,5,verb,beginner,(transitive|dated) To cause to stop or stick; to obstruct; to fasten to a spot.,"mài, giũa; vừa vặn (quần áo)",US:/sɛt/,to set a coach in the mud,Để đặt xe ngựa trong bùn.
set,,6,verb,beginner,(transitive) To determine or settle.,định điểm được thua,US:/sɛt/,to set the rent,Để đặt tiền thuê nhà.
set,,7,verb,beginner,(transitive) To adjust.,ấp (gà),US:/sɛt/,I set the alarm at 6 a.m. (i.e. I programmed it at that hour to go off at a later time),Tôi đã đặt báo thức lúc 6 giờ sáng (tức là tôi đã cài đặt nó vào thời điểm đó để phát ra vào một thời gian sau).
set,,8,verb,beginner,(transitive) To punch (a nail) into wood so that its head is below the surface.,set,US:/sɛt/,,
set,,9,verb,beginner,"(transitive) To arrange with dishes and cutlery, to set the table.",set,US:/sɛt/,Please set the table for our guests.,Xin hãy đặt bàn cho khách của chúng tôi.
set,,10,verb,beginner,(transitive) To introduce or describe.,set,US:/sɛt/,"I’ll tell you what happened, but first let me set the scene.","Tôi sẽ kể cho bạn biết những gì đã xảy ra, nhưng trước hết hãy để tôi đặt cảnh."
set,,11,verb,beginner,"(transitive) To locate (a play, etc.); to assign a backdrop to, geographically or temporally.",set,US:/sɛt/,He says he will set his next film in France.,Anh ấy nói rằng anh ấy sẽ đặt phim tiếp theo của mình tại Pháp.
set,,12,verb,beginner,"(transitive) To compile, to make (a puzzle or challenge).",set,US:/sɛt/,This crossword was set by Araucaria.,Bảng chữ số này được Araucaria đặt.
set,,13,verb,beginner,(transitive) To prepare (a stage or film set).,set,US:/sɛt/,,
set,,14,verb,beginner,(transitive) To fit (someone) up in a situation.,set,US:/sɛt/,,
set,,15,verb,beginner,(transitive) To arrange (type).,set,US:/sɛt/,"It was a complex page, but he set it quickly.","Trang đó khá phức tạp, nhưng anh ấy đã đặt nó nhanh chóng."
set,,16,verb,beginner,(transitive) To devise and assign (work) to.,set,US:/sɛt/,The teacher set her students the task of drawing a foot.,Giáo viên đã giao cho học sinh vẽ một bàn chân.
set,,17,verb,beginner,(transitive|volleyball) To direct (the ball) to a teammate for an attack.,set,US:/sɛt/,,
set,,18,verb,beginner,(intransitive) To solidify.,set,US:/sɛt/,The glue sets in five minutes.,Keo sẽ khô trong năm phút.
set,,19,verb,beginner,"(transitive) To render stiff or solid; especially, to convert into curd; to curdle.",set,US:/sɛt/,to set milk for cheese,để làm sữa chua
set,,20,verb,beginner,"(intransitive) Of a heavenly body, to disappear below the horizon of a planet, etc, as the latter rotates.",set,US:/sɛt/,The moon sets at eight o'clock tonight.,Hoa trăng sẽ lặn vào lúc tám giờ tối nay.
set,,21,verb,beginner,(transitive|bridge) To defeat a contract.,set,US:/sɛt/,,
set,,22,verb,beginner,"(obsolete|now followed by ""out"", as in set out) To begin to move; to go forth.",set,US:/sɛt/,,
set,,23,verb,beginner,(transitive|botany) To produce after pollination.,set,US:/sɛt/,to set seed,gieo hạt giống
set,,24,verb,beginner,(intransitive|of fruit) To be fixed for growth; to strike root; to begin to germinate or form.,set,US:/sɛt/,"In the Annapolis Valley, in spite of an irregular bloom, the fruit has set well and has, as yet, been little affected by scab.","Trong Annapolis Valley, mặc dù có sự nở hoa không đều, trái cây đã ra quả tốt và đến nay vẫn chưa bị bệnh bạch nấm ảnh hưởng nhiều."
set,,25,verb,beginner,(intransitive|Southern US|Midwestern US|dialects) To sit be in a seated position.,set,US:/sɛt/,He sets in that chair all day.,Anh ấy ngồi trong chiếc ghế cả ngày.
set,,26,verb,beginner,"(intransitive|Southern US|Midwestern US|dialects) To rest or lie somewhere, on something, etc.; to occupy a certain place.",set,US:/sɛt/,"Well, we rolled up Interstate 44Like a rocket-sled on rails.We tore up all of our swindle sheetsAnd left 'em settin on the scales.",Chúng tôi đã di chuyển trên đường cao tốc 44 như một tên lửa trên ray铁线. 我们撕掉了所有的骗局单据，并把它们放在秤上。
set,,27,verb,beginner,To hunt game with the aid of a setter.,set,US:/sɛt/,,
set,,28,verb,beginner,"(hunting|ambitransitive) Of a dog, to indicate the position of game.",set,US:/sɛt/,The dog sets the bird.,Con chó đã đuổi chim.
set,,29,verb,beginner,To apply oneself; to undertake earnestly.,set,US:/sɛt/,,
set,,30,verb,beginner,(ambitransitive) To fit music to words.,set,US:/sɛt/,,
set,,31,verb,beginner,(ambitransitive) To place plants or shoots in the ground; to plant.,set,US:/sɛt/,to set pear trees in an orchard,để trồng cây dâu trong một khu vườn
set,,32,verb,beginner,To become fixed or rigid; to be fastened.,set,US:/sɛt/,,
set,,33,verb,beginner,To have a certain direction of motion; to flow; to move on; to tend.,set,US:/sɛt/,The current sets to the north; the tide sets to the windward.,Lưu lượng chảy về phía bắc; dòng chảy chảy về hướng đón gió.
set,,34,verb,beginner,"(intransitive|country dancing) To acknowledge a dancing partner by facing him or her and moving first to one side and then to the other, while she or he does the opposite.",set,US:/sɛt/,Set to partners! was the next instruction from the caller.,Điều chỉnh để đối tác! là lệnh tiếp theo từ người gọi.
set,,35,verb,beginner,To place or fix in a setting.,set,US:/sɛt/,to set a precious stone in a border of metal,để gắn đá quý vào viền kim loại
set,,36,verb,beginner,To put in order in a particular manner; to prepare.,set,US:/sɛt/,"to set (that is, to hone) a razor",để sắc dao (tức là để mài nhọn)
set,,37,verb,beginner,To extend and bring into position; to spread.,set,US:/sɛt/,to set the sails of a ship,để kéo phướn của con tàu
set,,38,verb,beginner,"To give a pitch to, as a tune; to start by fixing the keynote.",set,US:/sɛt/,,
set,,39,verb,beginner,To reduce from a dislocated or fractured state.,set,US:/sɛt/,to set a broken bone,để đính xương gãy
set,,40,verb,beginner,(intransitive|now|dialectal) To sit or lie (easily etc.) on the stomach; to be digested in a certain manner.,set,US:/sɛt/,"If you also knew how to combine foods—that is, what foods eaten together “set well,” you need never have indigestion, constipation or any of the headachy, stomachachy ills they lead to.","Nếu bạn cũng biết cách kết hợp thức ăn — tức là, những loại thức ăn ăn cùng nhau “được” với nhau — bạn sẽ không bao giờ bị tiêu chảy, táo bón hay bất kỳ triệu chứng đau đầu, đau bụng mà chúng gây ra."
set,,41,verb,beginner,"(masonry) To lower into place and fix solidly, as the blocks of cut stone in a structure.",set,US:/sɛt/,,
set,,42,verb,beginner,(obsolete) To wager in gambling; to risk.,set,US:/sɛt/,,
set,,43,verb,beginner,To adorn with something infixed or affixed; to stud; to variegate with objects placed here and there.,set,US:/sɛt/,pastoral dales thin set with modern farms,thung lũng nông nghiệp truyền thống mỏng đi với các trang trại hiện đại
set,,44,verb,beginner,(obsolete) To value; to rate; used with at.,set,US:/sɛt/,,
set,,45,verb,beginner,To establish as a rule; to furnish; to prescribe; to assign.,set,US:/sɛt/,to set a good example,để làm gương cho người khác
set,,46,verb,beginner,(Scotland) To suit; to become.,set,US:/sɛt/,It sets him ill.,Điều đó làm cho anh ta cảm thấy không khỏe.
set,,47,verb,beginner,To cause (a domestic fowl) to sit on eggs to brood.,set,US:/sɛt/,,
set,,48,noun,beginner,A punch for setting nails in wood.,bộ; gạch lát; đá lát,US:/sɛt/,nail set,cây đinh đính
set,,49,noun,beginner,"A device for receiving broadcast radio waves (or, more recently, broadcast data); a radio or television.",(toán học) tập hợp; gỗ lát sàn,US:/sɛt/,television set,máy truyền hình
set,,50,noun,beginner,"A device for receiving broadcast radio waves (or, more recently, broadcast data); a radio or television.","(thể dục, thể thao) ván, xét (quần vợt...)",US:/sɛt/,television set,máy truyền hình
set,,51,noun,beginner,"A device for receiving broadcast radio waves (or, more recently, broadcast data); a radio or television.",nhóm người giao du lâu bền với nhau hoặc có phong vị và quyền lợi giống nhau; giới,US:/sɛt/,television set,máy truyền hình
set,,52,noun,beginner,"A device for receiving broadcast radio waves (or, more recently, broadcast data); a radio or television.","cành chiết, cành giăm; quả mới đậu",US:/sɛt/,television set,máy truyền hình
set,,53,noun,beginner,"(horticulture) A small tuber or bulb used instead of seed, particularly onion sets and potato sets.","(thơ ca) chiều tà, lúc mặt trời lặn",US:/sɛt/,,
set,,54,noun,beginner,The amount by which the teeth of a saw protrude to the side in order to create the kerf.,"chiều hướng, khuynh hướng",US:/sɛt/,,
set,,55,noun,beginner,"(engineering) A permanent change of shape caused by excessive strain, as from compression, tension, bending, twisting, etc.","hình thể, dáng dấp, kiểu cách",US:/sɛt/,the set of a spring,công suất của một cái nhún
set,,56,noun,beginner,A bias of mind; an attitude or pattern of behaviour.,lớp vữa ngoài (của tường),US:/sɛt/,,
set,,57,noun,beginner,"(piledriving) A piece placed temporarily upon the head of a pile when the latter cannot otherwise be reached by the weight, or hammer.",cột gỗ chống hâm (mỏ than),US:/sɛt/,,
set,,58,noun,beginner,(printing|dated) The width of the body of a type.,lứa trứng,US:/sɛt/,,
set,,59,noun,beginner,A young oyster when first attached.,tảng đá (để lát đường),US:/sɛt/,,
set,,60,noun,beginner,"Collectively, the crop of young oysters in any locality.",(kỹ thuật) máy; nhóm máy; thiết bị,US:/sɛt/,,
set,,61,noun,beginner,A series or group of something. (Note the similar meaning in ),(sân khấu) cảnh dựng,US:/sɛt/,,
set,,62,noun,beginner,"(colloquial) The manner, state, or quality of setting or fitting; fit.",máy thu thanh (như) radio set ; wireless set ; máy truyền hình (như) television set,US:/sɛt/,the set of a coat,công suất của một bộ vest
set,,63,noun,beginner,"The pattern of a tartan, etc.",bộ,US:/sɛt/,,
set,,64,noun,beginner,The camber of a curved roofing tile.,bộ,US:/sɛt/,,
set,,65,noun,beginner,The full number of eggs set under a hen.,bộ,US:/sɛt/,,
set,,66,noun,beginner,"(obsolete|rare) That which is staked; a wager; hence, a gambling game.",bộ,US:/sɛt/,,
set,,67,noun,beginner,A tool for dressing forged iron.,bộ,US:/sɛt/,,
set,,68,adjective,beginner,Fixed in position.,"nghiêm nghị, nghiêm trang",US:/sɛt/,,
set,,69,adjective,beginner,"Rigid, solidified.","cố định, chầm chậm, bất động",US:/sɛt/,,
set,,70,adjective,beginner,"Ready, prepared.","đã định, cố ý, nhất định, kiên quyết, không thay đổi",US:/sɛt/,"on your marks, get set, go!;&nbsp; on your marks, set, go!","trên đường chạy, chuẩn bị, đi!; trên đường chạy, chuẩn bị, đi!"
set,,71,adjective,beginner,"Intent, determined (to do something).","đã sửa soạn trước, sẵn sàng",US:/sɛt/,set on getting to his destination,đặt mục tiêu vào việc đến đích
set,,72,adjective,beginner,Prearranged.,đẹp,US:/sɛt/,"The second level of reading we will call Inspectional Reading. It is characterized by its special emphasis on time. When reading at this level, the student is allowed a set time to complete an assigned amount of reading. He might be allowed fifteen minutes to read this book, for instance—or even a book twice as long.","Một cấp độ đọc thứ hai mà chúng ta gọi là Đọc Kiểm tra. Nó có đặc điểm nhấn mạnh đặc biệt về thời gian. Khi đọc ở mức độ này, sinh viên được cho một khoảng thời gian nhất định để hoàn thành một lượng đọc đã được phân công. Ví dụ, anh ta có thể được cho 15 phút để đọc cuốn sách này — hoặc thậm chí là cuốn sách gấp đôi chiều dài."
set,,73,adjective,beginner,in one’s opinion.,"nghiêm nghị, nghiêm trang",US:/sɛt/,I’m set against the idea of smacking children to punish them.,Tôi phản đối ý tưởng đánh đòn vào trẻ em để trừng phạt họ.
set,,74,adjective,beginner,(of hair) Fixed in a certain style.,"nghiêm nghị, nghiêm trang",US:/sɛt/,,
set,,75,noun,beginner,A young plant fit for setting out; a slip; shoot.,bộ,US:/sɛt/,,
set,,76,noun,beginner,A rudimentary fruit.,bộ,US:/sɛt/,,
set,,77,noun,beginner,The setting of the sun or other luminary; (by extension) the close of the day.,bộ,US:/sɛt/,,
set,,78,noun,beginner,(literally|and|figuratively) General movement; direction; drift; tendency.,bộ,US:/sɛt/,"Here and there, amongst individuals alive to the particular evils of the age, and watching the very set of the current, there may have been even a more systematic counteraction applied to the mischief.","Trong khi đó, giữa những cá nhân nhận thức được những hiểm họa đặc biệt của thời đại và quan sát cách thức tiến triển của dòng chảy hiện tại, có thể đã có ngay cả một phản ứng hệ thống hơn được áp dụng để ngăn chặn sự phá hoại."
set,,79,noun,beginner,A matching collection of similar things. (Note the similar meaning in .),bộ,US:/sɛt/,a set of tables,một bộ bàn ăn
set,,80,noun,beginner,A collection of various objects for a particular purpose.,bộ,US:/sɛt/,a set of tools,một bộ dụng cụ
set,,81,noun,beginner,An object made up of several parts.,bộ,US:/sɛt/,a set of steps,một bộ cầu thang
set,,82,noun,beginner,"(set theory) A collection of zero or more objects, possibly infinite in size, and disregarding any order or repetition of the objects which may be contained within it.",bộ,US:/sɛt/,,
set,,83,noun,beginner,"(in plural, “sets”|mathematics|informal) Set theory.",bộ,US:/sɛt/,,
set,,84,noun,beginner,"A group of people, usually meeting socially or connected through some shared interest, activity, attribute, etc.",bộ,US:/sɛt/,the country set,quốc gia đặt
set,,85,noun,beginner,The scenery for a film or play.,bộ,US:/sɛt/,,
set,,86,noun,beginner,"the general locations and area where a movie’s, a film’s, or a video’s scenery is arranged to be filmed also including places for actors, assorted crew, director, producers which are typically not filmed.",bộ,US:/sɛt/,,
set,,87,noun,beginner,(dance) The initial or basic formation of dancers.,bộ,US:/sɛt/,,
set,,88,noun,beginner,(exercise) A group of repetitions of a single exercise performed one after the other without rest.,bộ,US:/sɛt/,This is the fourth set of benchpresses.,Đây là bộ phận thứ tư của bài tập benchpress.
set,,89,noun,beginner,"(tennis) A complete series of games, forming part of a match.",bộ,US:/sɛt/,,
set,,90,noun,beginner,"(volleyball) A complete series of points, forming part of a match.",bộ,US:/sɛt/,,
set,,91,noun,beginner,(volleyball) The act of directing the ball to a teammate for an attack.,bộ,US:/sɛt/,,
set,,92,noun,beginner,"(music) A musical performance by a band, disc jockey, etc., consisting of several musical pieces.",bộ,US:/sɛt/,,
set,,93,noun,beginner,"(music) A drum kit, a drum set.",bộ,US:/sɛt/,He plays the set on Saturdays.,Anh ấy chơi bộ bài vào thứ Bảy.
set,,94,noun,beginner,(UK|education) A class group in a subject where pupils are divided by ability.,bộ,US:/sɛt/,,
set,,95,noun,beginner,"(poker|slang) Three of a kind, especially if two cards are in one's hand and the third is on the board. Compare . Weisenberg, Michael (2000) [http://www.poker1.com/mcu/pokerdictionary/mculib_dictionary_info.asp The Official Dictionary of Poker]. MGI/Mike Caro University.",bộ,US:/sɛt/,,
set,,96,verb,beginner,(UK|education) To divide a class group in a subject according to ability,set,US:/sɛt/,"In setted classes, students are brought together because they are believed to be of similar 'ability'. Yet, setted lessons are often conducted as though students are not only similar, but identical—in terms of ability, preferred learning style and pace of working.","Trong các lớp được phân nhóm (setted), học sinh được tụ hợp lại vì họ được tin là có khả năng tương tự. Tuy nhiên, các bài học được tổ chức như thể học sinh không chỉ tương tự nhau, mà còn giống nhau hoàn toàn—trong khả năng, phong cách học thích nghi và tốc độ làm việc."
set,,97,noun,beginner,"Gene for a human protein involved in apoptosis, transcription and nucleosome assembly.",bộ,US:/sɛt/,,
set,,98,noun,beginner,", an amateur radio training exercise.",bộ,US:/sɛt/,,
light,,1,noun,beginner,(physics|uncountable) Electromagnetic radiation in the wavelength range visible to the human eye (about 400–750 nanometers): visible light.,"ánh sáng, ánh sáng mặt trời, ánh sáng ban ngày",US:/laɪt/,"As you can see, this spacious dining-room gets a lot of light in the mornings.","Như bạn có thể thấy, phòng ăn này rộng rãi và nhận được rất nhiều ánh sáng vào buổi sáng."
light,,2,noun,beginner,(by extension) Electromagnetic radiation in the wavelength range visible to the human eye or in nearby ranges (infrared or ultraviolet radiation).,"nguồn ánh sáng, đèn đuốc",US:/laɪt/,black light,ánh sáng đen
light,,3,noun,beginner,(by extension|less commonly) Electromagnetic radiation of any wavelength.,"lửa, tia lửa; diêm, đóm",US:/laɪt/,"It’s everywhere. At this moment, as you sit quietly reading this book, you are awash in it. At work, it’s emanating from your electronic devices; step outside for lunch, and the sun bathes you in it. You may receive an extra dose of it when you visit your doctor, pass through security at the airport, or drive through city streets, but minuscule amounts of it are with you always. You cannot see, hear, smell, or feel it, but there is never a single second when it is not flying through your body. Too much of it will kill you, but without it you wouldn’t live a year. “Invisible light” seems like a contradiction. Like Simon and Garfunkel’s “The Sound of Silence,” it’s an oxymoron. We think of light, by definition, as something seen, something that enables our seeing, illuminating the darkness. Unlike dogs, who sniff in order to “get” what an object is, we depend on vision above all our other senses. We rely on light to tell us about our surroundings. But just as there are frequencies of sound audible to other animals that we cannot hear, there is a whole world of light outside our range of vision, a world that is humming with activity. Though we rarely think about this invisible world, our way of life depends on it. It’s because of invisible light that you can do things such as send a text message, use GPS to find your way to a friend’s house, listen to the radio, or microwave a frozen pizza. Invisible light shows us things we would never otherwise see, including our own skeletons and brains and the history of our universe. I was reminded of just how much we rely on invisible light, and how mysterious it remains to us, during a visit from my sister and her family. It was a lazy summer afternoon, and we were sprawled across a few couches sharing a bowl of popcorn. My niece, her shoulders crimson after a day outdoors, was chatting on her cell phone, holding up a promising finger to her mother, who was scolding her for not using sunscreen. My brother-in-law, meanwhile, was asking my opinion on an article he’d read proposing that Wi-Fi be banned in schools because of its dangers. We were all depending on invisible light (for the microwave popcorn, the cell-phone service) while being concerned that it might harm us (sunburn, mysterious Wi-Fi health threats) and confused about what to do to protect ourselves. We need it, and it surrounds us, yet we remain uneasy about living with invisible light, partly because we fear what is unknown. After all, most of us don’t know much about “all the light we cannot see.” This book aims to change that. My hope is to expose the hidden side of the spectrum, to make the invisible (at least temporarily) visible and vivid to you.","Nó ở mọi nơi. Tại thời điểm này, khi bạn ngồi yên tĩnh đọc cuốn sách này, bạn đang ngập trong nó. Tại nơi làm việc, nó phát ra từ các thiết bị điện tử của bạn; bước ra ăn trưa, và mặt trời tắm bạn trong nó。你无法看到、听到、闻到或感觉到它，但没有一秒钟它不在你的身体中飞驰。过多的它会杀死你，但没有它你活不到一年。“无形光”似乎是一个矛盾。就像西蒙和加芬克尔的《寂静之声》一样，这是一个悖论。我们定义光为被看到的东西，使我们能够看到的东西，照亮黑暗。不像狗通过嗅觉来“理解”一个物体是什么，我们依赖于视觉作为我们所有其他感官之上。我们依靠光来告诉我们周围的情况。但是正如存在其他动物可以听到的声音频率，也存在我们看不见的整个光的世界，这个世界充满了活动。尽管我们很少思考这个无形的世界，我们的生活方式却依赖于它。正是由于无形光，你才能做诸如发送短信、使用GPS找到朋友家、听收音机或微波冷冻披萨这样的事情。无形光向我们展示了我们本不会看到的东西，包括我们的骨骼和大脑以及我们宇宙的历史。在我妹妹和她的家人来访期间，我被提醒了我们多么依赖无形光，以及它对我们来说仍然有多么神秘。毕竟，我们大多数人对“我们看不到的所有光”知之甚少。这本书旨在改变这一点。我希望揭示光谱的隐藏面，让你暂时将无形（至少暂时）变得可见和生动。"
light,,4,noun,beginner,(countable) A source of illumination.,"(số nhiều) sự hiểu biết, trí thức, trí tuệ, chân lý",US:/laɪt/,Put that light out!,Đặt ánh sáng đó tắt!
light,,5,noun,beginner,"A lightbulb or similar light-emitting device, regardless of whether it is lit.","trạng thái, phương diện, quan niệm",US:/laɪt/,We turned off all the lights and went to sleep.,Chúng tôi tắt tất cả đèn và đi ngủ.
light,,6,noun,beginner,"A traffic light, or (by extension) an intersection controlled by traffic lights.","sự soi sáng, sự làm sáng tỏ; (số nhiều) những sự kiện làm sáng tỏ, những phát minh làm sáng tỏ",US:/laɪt/,"To get to our house, turn right at the third light.","Để đến nhà chúng tôi, bạn hãy quay phải tại đèn giao thông thứ ba."
light,,7,noun,beginner,"(figurative) Spiritual or mental illumination; enlightenment, useful information.",(tôn giáo) ánh sáng của thượng đế,US:/laɪt/,Can you throw any light on this problem?,Bạn có thể làm sáng tỏ vấn đề này không?
light,,8,noun,beginner,"(in the plural|now|rare) Facts; pieces of information; ideas, concepts.","sinh khí, sự tinh anh; ánh mắt; (thơ ca) sự nhìn",US:/laɪt/,"""Well, there's her statement of her case, and according to her lights, it's a just one. She's got a slum-bred mind.""","""Thật ra, đây là lời trình bày của cô ấy, và theo góc nhìn của cô ấy, nó là một sự công bằng. Cô ấy có một tâm trí sinh sống trong khu ổ chuột."""
light,,9,noun,beginner,A notable person within a specific field or discipline.,(số nhiều) (từ lóng) đôi mắt,US:/laɪt/,Picasso was one of the leading lights of the cubist movement.,Picasso là một trong những ngôi sao dẫn đường quan trọng nhất của phong cách hội họa lập thể.
light,,10,noun,beginner,(painting) The manner in which the light strikes a picture; that part of a picture which represents those objects upon which the light is supposed to fall; the more illuminated part of a landscape or other scene; opposed to shade.,"(số nhiều) phổi súc vật (cừu, lợn...) (dùng làm thức ăn cho chó, mèo...)",US:/laɪt/,,
light,,11,noun,beginner,"A point of view, or aspect from which a concept, person or thing is regarded.","cửa, lỗ sáng",US:/laɪt/,I'm really seeing you in a different light today.,Hôm nay tôi đang nhìn bạn theo một góc độ khác.
light,,12,noun,beginner,A flame or something used to create fire.,(số nhiều) khả năng,US:/laɪt/,,
light,,13,noun,beginner,(slang) A cigarette lighter.,(nghệ thuật) chỗ sáng trong bức tranh,US:/laɪt/,"Hey, buddy, you got a light?","Xin chào, bạn có bật đèn không?"
light,,14,noun,beginner,A firework made by filling a case with a substance which burns brilliantly with a white or coloured flame.,"ánh sáng, ánh sáng mặt trời, ánh sáng ban ngày",US:/laɪt/,a Bengal light,một ánh sáng Bengal
light,,15,noun,beginner,"A window in architecture, carriage design, or motor car design: either the opening itself or the window pane of glass that fills it, if any.","ánh sáng, ánh sáng mặt trời, ánh sáng ban ngày",US:/laɪt/,This facade has eight south-facing lights.,Cửa sổ phía nam này có tám nguồn sáng.
light,,16,noun,beginner,(crosswording) The series of squares reserved for the answer to a crossword clue.,"ánh sáng, ánh sáng mặt trời, ánh sáng ban ngày",US:/laɪt/,The average length of a light on a 15&times;15 grid is 7 or 8.,Trung bình độ dài của một nguồn sáng trên lưới 15×15 là 7 hoặc 8.
light,,17,noun,beginner,(informal) A cross-light in a double acrostic or triple acrostic.,"ánh sáng, ánh sáng mặt trời, ánh sáng ban ngày",US:/laɪt/,,
light,,18,noun,beginner,Open view; a visible state or condition; public observation; publicity.,"ánh sáng, ánh sáng mặt trời, ánh sáng ban ngày",US:/laɪt/,,
